"V160001","V161126","V161196","V161342","V162034a","V162148"
301176,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301184,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301187,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301189,"5. Slightly conservative","2. Oppose","1. Male","3. Gary Johnson","2. Oppose"
301200,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301211,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","1. Favor"
301213,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301215,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301221,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301226,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301228,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301232,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301237,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","1. Favor"
301238,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301247,"4. Moderate, middle of the road","2. Oppose","2. Female","3. Gary Johnson","3. Neither favor nor oppose"
301258,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301262,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
301264,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301268,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301271,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
301274,"5. Slightly conservative","2. Oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301278,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301280,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301281,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301283,"7. Extremely conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
301285,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
301293,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301294,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","2. Oppose"
301302,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301304,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301306,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301313,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
301314,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301316,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301317,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301324,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301325,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","3. Gary Johnson","1. Favor"
301331,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301332,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
301337,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301342,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301344,"3. Slightly liberal","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301346,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301347,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301353,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
301354,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
301355,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301356,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301357,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301365,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301366,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301367,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
301369,"5. Slightly conservative","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
301370,"4. Moderate, middle of the road","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
301371,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301373,"4. Moderate, middle of the road","2. Oppose","1. Male","3. Gary Johnson","3. Neither favor nor oppose"
301375,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301376,"4. Moderate, middle of the road","2. Oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301383,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","2. Donald Trump","1. Favor"
301384,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301388,"6. Conservative","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301389,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301393,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301399,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301402,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301408,"6. Conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301410,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301412,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301419,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301421,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","2. Donald Trump","1. Favor"
301429,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301433,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301434,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301436,"4. Moderate, middle of the road","2. Oppose","2. Female","3. Gary Johnson","1. Favor"
301439,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301442,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
301446,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301454,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301457,"2. Liberal","2. Oppose","1. Male","4. Jill Stein","1. Favor"
301458,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301461,"5. Slightly conservative","1. Favor","1. Male","1. Hillary Clinton","2. Oppose"
301462,"5. Slightly conservative","2. Oppose","1. Male","3. Gary Johnson","2. Oppose"
301467,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","2. Oppose"
301472,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301474,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
301482,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301489,"6. Conservative","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
301496,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301500,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301501,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301511,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301513,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","2. Oppose"
301515,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301528,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301533,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301536,"7. Extremely conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301545,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301551,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301556,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301562,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301563,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301564,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301566,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301570,"6. Conservative","1. Favor","1. Male","2. Donald Trump","1. Favor"
301572,"3. Slightly liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301583,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301589,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301596,"7. Extremely conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301601,"4. Moderate, middle of the road","1. Favor","1. Male","1. Hillary Clinton","1. Favor"
301603,"6. Conservative","2. Oppose","1. Male","2. Donald Trump","1. Favor"
301605,"5. Slightly conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301608,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301610,"5. Slightly conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301611,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301612,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301617,"-8. Don't know (FTF only)","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301618,"5. Slightly conservative","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301624,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301633,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","1. Favor"
301636,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
301648,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
301650,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301651,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301656,"5. Slightly conservative","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
301659,"4. Moderate, middle of the road","1. Favor","2. Female","1. Hillary Clinton","1. Favor"
301661,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301663,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","2. Oppose"
301665,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301666,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301669,"4. Moderate, middle of the road","1. Favor","1. Male","-9. Refused","2. Oppose"
301670,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
301672,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301677,"3. Slightly liberal","3. Neither favor nor oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301678,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301679,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301685,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301686,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301688,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301692,"3. Slightly liberal","3. Neither favor nor oppose","2. Female","3. Gary Johnson","1. Favor"
301694,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","2. Donald Trump","2. Oppose"
301695,"4. Moderate, middle of the road","2. Oppose","2. Female","4. Jill Stein","3. Neither favor nor oppose"
301697,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301705,"5. Slightly conservative","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301706,"5. Slightly conservative","2. Oppose","2. Female","3. Gary Johnson","2. Oppose"
301708,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301710,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","2. Oppose"
301712,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301717,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301720,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301721,"6. Conservative","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301724,"4. Moderate, middle of the road","2. Oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301727,"6. Conservative","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301734,"4. Moderate, middle of the road","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
301741,"6. Conservative","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
301746,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","1. Favor"
301748,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301749,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301759,"3. Slightly liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301760,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301766,"4. Moderate, middle of the road","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301767,"3. Slightly liberal","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
301770,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301779,"4. Moderate, middle of the road","2. Oppose","2. Female","2. Donald Trump","3. Neither favor nor oppose"
301782,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","3. Neither favor nor oppose","2. Female","2. Donald Trump","1. Favor"
301784,"4. Moderate, middle of the road","1. Favor","2. Female","2. Donald Trump","2. Oppose"
301786,"2. Liberal","2. Oppose","2. Female","1. Hillary Clinton","1. Favor"
301789,"5. Slightly conservative","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301791,"2. Liberal","3. Neither favor nor oppose","2. Female","1. Hillary Clinton","1. Favor"
301795,"6. Conservative","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301799,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301804,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","1. Favor"
301805,"1. Extremely liberal","2. Oppose","2. Female","1. Hillary Clinton","3. Neither favor nor oppose"
301809,"4. Moderate, middle of the road","2. Oppose","1. Male","1. Hillary Clinton","3. Neither favor nor oppose"
301810,"4. Moderate, middle of the road","1. Favor","1. Male","2. Donald Trump","2. Oppose"
301812,"2. Liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301828,"1. Extremely liberal","2. Oppose","1. Male","1. Hillary Clinton","1. Favor"
301838,"99. Haven't thought much about this (FTF ONLY: DO NOT PROBE)","1. Favor","1. Male","2. Donald Trump","3. Neither favor nor oppose"
301839,"4. Moderate, middle of the road","3. Neither favor nor oppose","1. Male","2. Donald Trump","2. Oppose"
